CustomerName;Age;MaritalStatus;Gender;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;CustomerType;CustomerScore
Brian Peterson;52;M;M;40000,00;1;1;Graduate Degree;Skilled Manual;1;0;Person;Standard
Brittany Foster;52;M;F;70000,00;2;0;Graduate Degree;Professional;1;0;Person;Standard
Natalie Walker;52;M;F;70000,00;2;0;Graduate Degree;Professional;1;0;Person;Standard
Destiny Anderson;54;M;F;50000,00;1;1;Bachelors;Skilled Manual;1;0;Person;Good
Victoria Wood;54;M;F;50000,00;1;1;Bachelors;Skilled Manual;1;0;Person;Good
Alyssa Wilson;54;M;F;50000,00;1;1;Bachelors;Skilled Manual;1;0;Person;Good
Madeline Campbell;54;M;F;50000,00;1;1;Bachelors;Skilled Manual;1;0;Person;Good
Ana Ross;54;M;F;50000,00;1;1;Bachelors;Skilled Manual;1;1;Person;Good
Carlos Ward;54;M;M;60000,00;1;0;Graduate Degree;Professional;1;0;Person;Good
Robert Adams;55;M;M;50000,00;2;2;Bachelors;Skilled Manual;1;0;Person;Standard
Julia Stewart;55;S;F;50000,00;2;2;Bachelors;Skilled Manual;1;0;Person;Standard
John Sandstone;55;S;F;50000,00;2;2;Bachelors;Skilled Manual;1;0;Person;Standard
Thomas Jai;55;M;M;50000,00;2;2;Bachelors;Skilled Manual;1;0;Person;Standard
Alexandra Sanchez;55;M;F;60000,00;1;0;Graduate Degree;Professional;1;0;Person;Good
Philip Ramos;53;M;M;60000,00;1;0;Graduate Degree;Professional;1;0;Person;Good
Julia Bryant;53;M;F;60000,00;1;0;Graduate Degree;Professional;1;0;Person;Good
Tyler Clark;53;M;M;60000,00;1;0;Graduate Degree;Professional;1;0;Person;Good
Kelsey Shan;53;M;F;60000,00;1;0;Graduate Degree;Professional;1;0;Person;Good
Robert Brown;53;M;M;60000,00;1;0;Graduate Degree;Professional;1;0;Person;Good
Sebastian Rogers;55;S;M;60000,00;1;0;Graduate Degree;Professional;1;0;Person;Good
Brianna Morris;56;S;F;40000,00;4;4;High School;Skilled Manual;1;3;Person;Poor
Benjamin Moore;56;M;M;60000,00;2;2;Bachelors;Skilled Manual;1;0;Person;Standard
Jill Miller;57;S;F;40000,00;0;0;Bachelors;Professional;0;1;Person;Good
Kaitlyn Alexander;57;S;F;40000,00;0;0;Bachelors;Professional;0;1;Person;Good
Natalie Ross;54;M;F;60000,00;1;0;Graduate Degree;Professional;1;0;Person;Good
Vanessa Russell;54;M;F;70000,00;4;0;Graduate Degree;Professional;1;0;Person;Standard
Brooke Murphy;54;M;F;80000,00;2;0;Graduate Degree;Professional;1;0;Person;Standard
Carlos Hill;57;S;M;70000,00;2;2;Bachelors;Skilled Manual;0;1;Person;Standard
Kelly Henderson;57;S;F;70000,00;2;2;Bachelors;Skilled Manual;1;1;Person;Standard
Wyatt Lee;58;S;M;60000,00;3;3;Bachelors;Skilled Manual;0;0;Person;Standard
Jennifer Sanders;58;S;F;60000,00;3;3;Bachelors;Skilled Manual;1;0;Person;Standard
Fernando Wright;58;S;M;60000,00;3;3;Bachelors;Skilled Manual;1;0;Person;Standard
Devon Chande;58;M;M;60000,00;3;3;Bachelors;Skilled Manual;1;0;Person;Standard
Mackenzie Blue;58;M;F;60000,00;0;0;Graduate Degree;Professional;1;0;Person;Good
Sara Murphy;58;M;F;70000,00;4;0;Graduate Degree;Professional;1;0;Person;Standard
Savannah Sanchez;58;M;F;70000,00;4;0;Graduate Degree;Professional;1;0;Person;Standard
Carol Wright;55;M;F;60000,00;2;0;Graduate Degree;Professional;1;0;Person;Standard
Vanessa Bryant;55;M;F;70000,00;5;0;Graduate Degree;Professional;1;0;Person;Poor
Grace Harris;55;M;F;70000,00;5;0;Graduate Degree;Professional;1;0;Person;Poor
Ann Fernandez;55;S;F;70000,00;5;5;Graduate Degree;Professional;1;2;Person;Poor
Tyler Johnson;55;M;M;70000,00;5;5;Graduate Degree;Professional;1;3;Person;Poor
Jonathan Hall;55;M;M;70000,00;5;5;Graduate Degree;Professional;0;3;Person;Poor
Jason Foster;55;S;M;80000,00;3;0;Graduate Degree;Professional;1;0;Person;Standard
Robert Hill;55;M;M;80000,00;3;0;Graduate Degree;Professional;1;0;Person;Standard
Renee Moreno;59;S;F;40000,00;0;0;Bachelors;Professional;1;1;Person;Good
Megan Wilson;59;S;F;40000,00;0;0;Bachelors;Professional;0;1;Person;Good
Edward Parker;59;S;M;40000,00;0;0;Bachelors;Professional;0;1;Person;Good
Eduardo Parker;59;S;M;80000,00;3;3;Bachelors;Skilled Manual;1;1;Person;Standard
Steven Rogers;59;M;M;80000,00;3;3;Bachelors;Skilled Manual;1;2;Person;Standard
Maria Morgan;59;S;F;80000,00;3;3;Bachelors;Skilled Manual;1;2;Person;Standard
Morgan Harris;59;S;F;80000,00;3;3;Bachelors;Skilled Manual;1;2;Person;Standard
Caleb Perez;59;S;M;80000,00;3;3;Bachelors;Skilled Manual;1;3;Person;Standard
Jose Jai;59;M;M;80000,00;4;4;Bachelors;Skilled Manual;1;0;Person;Standard
Jessica Bailey;59;M;F;60000,00;0;0;Graduate Degree;Professional;1;1;Person;Good
Seth Allen;59;M;M;60000,00;0;0;Graduate Degree;Professional;1;1;Person;Good
Isaiah Sanchez;60;S;M;40000,00;0;0;Bachelors;Professional;0;1;Person;Good
Adam Kumar;60;M;M;50000,00;5;5;Bachelors;Skilled Manual;1;2;Person;Poor
Morgan Rivera;60;S;F;50000,00;5;5;Bachelors;Skilled Manual;1;3;Person;Poor
Mary Adams;60;S;F;50000,00;5;5;Bachelors;Skilled Manual;1;3;Person;Poor
Blake Simmons;61;S;M;40000,00;0;0;Bachelors;Professional;0;1;Person;Good
Jennifer Hughes;56;S;F;60000,00;0;0;Bachelors;Professional;0;1;Person;Good
Catherine Cooper;61;S;F;60000,00;3;2;Graduate Degree;Professional;1;0;Person;Standard
Pedro Diaz;62;M;M;70000,00;1;0;Bachelors;Professional;0;1;Person;Good
Theresa Hernandez;62;S;F;70000,00;1;0;Bachelors;Professional;1;1;Person;Good
Marshall Sun;62;S;M;70000,00;1;0;Bachelors;Professional;1;1;Person;Good
Isabella Lopez;62;S;F;70000,00;1;0;Bachelors;Professional;0;1;Person;Good
Jennifer Campbell;62;S;F;70000,00;1;0;Bachelors;Professional;0;1;Person;Good
Sydney Carter;62;S;F;70000,00;1;0;Bachelors;Professional;1;1;Person;Good
Ashley Lewis;62;S;F;70000,00;1;0;Bachelors;Professional;0;1;Person;Good
Kimberly Murphy;62;M;F;70000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Jennifer Edwards;62;M;F;70000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Marcus Anderson;62;M;M;70000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Xavier Russell;62;M;M;70000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Cody Bell;63;M;M;40000,00;4;3;High School;Skilled Manual;1;3;Person;Poor
Dennis Zhu;63;M;M;40000,00;4;3;High School;Skilled Manual;1;3;Person;Poor
Fernando Rodriguez;63;M;M;40000,00;4;2;High School;Skilled Manual;1;2;Person;Poor
Paige Butler;63;M;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Richard Rodriguez;64;M;M;40000,00;4;2;High School;Skilled Manual;0;2;Person;Poor
Angela Powell;64;S;F;40000,00;4;2;High School;Skilled Manual;1;2;Person;Poor
Carl Nara;64;M;M;40000,00;0;0;Bachelors;Professional;0;1;Person;Good
Carolyn Suri;57;S;F;70000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Adrian Howard;57;S;M;70000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Marc Gill;57;S;M;60000,00;0;0;Graduate Degree;Professional;1;1;Person;Good
Marcus Wilson;57;S;M;60000,00;0;0;Graduate Degree;Professional;0;1;Person;Good
Hunter Thompson;57;S;M;60000,00;0;0;Graduate Degree;Professional;0;1;Person;Good
Destiny Johnson;57;S;F;60000,00;0;0;Graduate Degree;Professional;0;1;Person;Good
Danielle James;96;M;F;20000,00;3;0;High School;Skilled Manual;0;2;Person;Poor
Christina Ward;64;M;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Max Moyer;65;M;M;80000,00;2;0;Graduate Degree;Professional;1;0;Person;Standard
Joe Sanz;65;S;M;80000,00;3;0;Graduate Degree;Professional;1;0;Person;Standard
Brittany Patterson;66;M;F;80000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Gabriella Carter;66;M;F;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Adam Young;66;M;M;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Hailey Roberts;66;M;F;70000,00;5;4;Graduate Degree;Professional;1;0;Person;Poor
Rachel Garcia;66;M;F;80000,00;5;0;Graduate Degree;Professional;1;0;Person;Poor
Felicia Moreno;55;M;F;90000,00;1;0;Graduate Degree;Management;0;0;Person;Good
Barbara Goel;55;S;F;90000,00;1;0;Graduate Degree;Management;1;0;Person;Good
Carly Goel;55;M;F;100000,00;1;0;Graduate Degree;Management;1;0;Person;Good
Leslie Hernandez;55;S;F;100000,00;1;0;Graduate Degree;Management;1;0;Person;Good
Jésus Serrano;56;M;M;60000,00;2;2;Bachelors;Professional;1;1;Person;Standard
Ernest Zeng;56;M;M;60000,00;2;2;Bachelors;Professional;1;1;Person;Standard
Xavier Henderson;56;M;M;60000,00;2;2;Bachelors;Professional;1;1;Person;Standard
Anna Martinez;54;S;F;80000,00;4;4;Graduate Degree;Management;1;1;Person;Standard
Grant Nara;54;M;M;80000,00;5;5;Graduate Degree;Management;1;2;Person;Poor
Jaclyn Liu;54;M;F;90000,00;2;0;Bachelors;Professional;1;0;Person;Standard
Nina Xie;56;M;F;60000,00;2;2;Bachelors;Professional;1;1;Person;Standard
Mayra Mehta;56;S;F;60000,00;2;2;Bachelors;Professional;0;1;Person;Standard
Nichole Shen;57;S;F;70000,00;5;5;Bachelors;Professional;1;3;Person;Poor
Rafael Raje;55;M;M;110000,00;1;0;Graduate Degree;Management;1;1;Person;Good
Clarence Zhang;55;S;M;130000,00;1;0;Graduate Degree;Management;1;1;Person;Good
Roger Cai;57;M;M;80000,00;5;5;Graduate Degree;Management;0;2;Person;Poor
Jill Hernandez;57;M;F;80000,00;5;5;Graduate Degree;Management;1;2;Person;Poor
Randy Chen;57;M;M;80000,00;5;5;Graduate Degree;Management;0;2;Person;Poor
Desiree Alvarez;58;M;F;80000,00;5;5;Graduate Degree;Management;0;3;Person;Poor
Whitney Rana;58;S;F;90000,00;0;0;Bachelors;Professional;0;0;Person;Good
Brooke Ward;59;S;F;60000,00;2;2;Bachelors;Professional;0;1;Person;Standard
Alberto Muñoz;59;M;M;60000,00;3;3;Bachelors;Professional;1;1;Person;Standard
Mindy She;59;M;F;60000,00;3;3;Bachelors;Professional;1;1;Person;Standard
Erica Ye;59;M;F;60000,00;3;3;Bachelors;Professional;1;2;Person;Standard
Anne Ortega;59;S;F;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Krystal Hu;59;S;F;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Vincent Ye;60;M;M;60000,00;4;4;Bachelors;Professional;0;1;Person;Poor
James Clark;56;M;M;100000,00;2;0;Bachelors;Management;1;2;Person;Good
Rebecca Parker;56;S;F;100000,00;2;0;Bachelors;Management;0;3;Person;Good
Antonio Bryant;56;M;M;110000,00;1;1;Graduate Degree;Management;1;2;Person;Good
Xavier Alexander;45;M;M;30000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Brendan Xie;80;M;M;10000,00;5;0;High School;Skilled Manual;1;4;Person;Poor
Destiny Murphy;45;S;F;60000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Madalena Sanchez;79;M;M;10000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Kendra Diaz;78;S;F;30000,00;2;0;Partial College;Clerical;1;2;Person;Poor
Rafael Ma;77;M;M;10000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Dominique Raman;77;S;F;20000,00;4;0;High School;Skilled Manual;1;2;Person;Poor
Marc Moreno;77;M;M;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Reginald Serrano;77;M;M;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Colleen Zheng;76;S;F;10000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Jeremy Patterson;47;S;M;40000,00;0;0;Partial High School;Clerical;1;2;Person;Standard
Dalton Thompson;47;S;M;30000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Jennifer Foster;47;S;F;30000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Sophia Lopez;47;S;F;60000,00;0;0;Partial College;Skilled Manual;1;2;Person;Good
Hunter Shan;47;S;M;60000,00;0;0;Partial College;Skilled Manual;0;2;Person;Good
Kevin Baker;47;M;M;70000,00;0;0;Partial College;Skilled Manual;1;2;Person;Good
Xavier Gonzalez;48;S;M;60000,00;0;0;Partial College;Skilled Manual;0;2;Person;Good
Kelsey Yuan;75;S;F;20000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Kristy Torres;74;M;F;30000,00;3;0;Partial College;Clerical;0;2;Person;Poor
Virginia Subram;74;S;F;30000,00;3;0;Partial College;Clerical;1;2;Person;Poor
Terrence Pal;74;M;M;30000,00;3;0;High School;Skilled Manual;0;2;Person;Poor
Wilson Pais;74;M;M;40000,00;2;0;Bachelors;Management;0;2;Person;Standard
Trisha Ma;44;S;F;20000,00;0;0;Partial College;Skilled Manual;0;2;Person;Poor
Roy Gonzalez;73;M;M;30000,00;3;0;High School;Skilled Manual;1;2;Person;Poor
Cameron Brown;73;M;M;30000,00;3;0;High School;Skilled Manual;0;2;Person;Poor
Alison Pal;73;M;F;30000,00;3;0;High School;Skilled Manual;1;2;Person;Poor
Brenda Madan;72;M;F;30000,00;3;0;High School;Skilled Manual;0;2;Person;Poor
Katrina Jai;72;M;F;30000,00;3;0;High School;Skilled Manual;0;2;Person;Poor
Anne Gomez;72;M;F;30000,00;3;0;High School;Skilled Manual;1;2;Person;Poor
Jonathan Rodriguez;72;M;M;30000,00;3;0;High School;Skilled Manual;1;2;Person;Poor
Rodney Vazquez;72;M;M;40000,00;2;0;Partial College;Clerical;0;2;Person;Standard
Alexis Hayes;72;M;F;40000,00;2;0;Partial College;Skilled Manual;1;2;Person;Standard
Autumn Wang;71;M;F;40000,00;3;0;Partial College;Skilled Manual;0;2;Person;Poor
Dennis Zeng;71;M;M;40000,00;3;0;Partial College;Skilled Manual;0;2;Person;Poor
Ethan Jones;70;S;M;80000,00;2;0;Partial College;Skilled Manual;0;2;Person;Standard
Jared Morris;49;S;M;40000,00;0;0;Partial College;Skilled Manual;0;2;Person;Standard
Vincent Lu;49;S;M;40000,00;0;0;Partial College;Skilled Manual;0;2;Person;Standard
Bryce Ward;49;M;M;40000,00;0;0;Partial College;Skilled Manual;1;2;Person;Standard
Patrick Gray;49;S;M;30000,00;0;0;High School;Skilled Manual;1;2;Person;Poor
Morgan Blue;49;S;F;30000,00;0;0;High School;Skilled Manual;1;2;Person;Poor
Destiny Powell;49;S;F;30000,00;0;0;High School;Skilled Manual;1;2;Person;Poor
Ramon Huang;49;M;M;30000,00;0;0;High School;Skilled Manual;1;2;Person;Poor
Keith Deng;49;M;M;30000,00;0;0;High School;Skilled Manual;1;2;Person;Poor
Eugene Zhu;49;M;M;30000,00;0;0;High School;Skilled Manual;1;2;Person;Poor
Ethan Anderson;50;S;M;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Eduardo Williams;50;S;M;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Jessica Johnson;50;S;F;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Dalton Parker;50;S;M;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Morgan Gonzalez;50;S;F;30000,00;0;0;High School;Skilled Manual;0;2;Person;Poor
Carson Perry;50;S;M;30000,00;0;0;High School;Skilled Manual;0;2;Person;Poor
Olivia Garcia;50;S;F;30000,00;0;0;High School;Skilled Manual;1;2;Person;Poor
Alexandria Morris;50;S;F;30000,00;0;0;High School;Skilled Manual;0;2;Person;Poor
Adam Green;50;M;M;30000,00;0;0;High School;Skilled Manual;1;2;Person;Poor
Emma Clark;51;S;F;60000,00;0;0;Partial College;Skilled Manual;1;2;Person;Good
Thomas Walker;51;M;M;60000,00;0;0;Partial College;Skilled Manual;1;2;Person;Good
Emma Rogers;51;S;F;70000,00;0;0;Partial College;Professional;1;2;Person;Good
Sydney Lopez;48;M;F;60000,00;0;0;Partial College;Professional;1;2;Person;Good
Grace Hughes;48;M;F;60000,00;0;0;Partial College;Professional;1;2;Person;Good
Kelvin Lin;69;M;M;80000,00;2;0;High School;Skilled Manual;0;2;Person;Standard
Craig Munoz;69;S;M;80000,00;2;0;High School;Skilled Manual;0;2;Person;Standard
Alejandro Goel;68;S;M;70000,00;2;0;High School;Skilled Manual;0;2;Person;Standard
Michele Chande;68;S;F;70000,00;2;0;High School;Skilled Manual;1;2;Person;Standard
Edwin Bhat;67;S;M;80000,00;2;0;High School;Professional;0;2;Person;Standard
Denise Mehta;67;S;F;80000,00;2;0;High School;Professional;0;2;Person;Standard
Krista Ruiz;67;S;F;80000,00;2;0;High School;Professional;0;2;Person;Standard
Juan Peterson;66;S;M;130000,00;0;1;Graduate Degree;Management;1;0;Person;Good
Jordyn Butler;51;S;F;70000,00;0;0;Partial College;Professional;1;2;Person;Good
Luis Hughes;50;S;M;30000,00;0;0;High School;Professional;0;2;Person;Poor
Daniel Harris;50;S;M;30000,00;0;0;Partial High School;Skilled Manual;1;2;Person;Poor
Blake Nelson;50;S;M;60000,00;0;0;Partial College;Professional;1;2;Person;Good
Jeremy Collins;50;S;M;60000,00;0;0;Partial College;Professional;1;2;Person;Good
Megan Powell;50;S;F;60000,00;0;0;Partial College;Professional;0;2;Person;Good
Elizabeth Alexander;65;M;F;120000,00;1;2;Bachelors;Management;1;2;Person;Good
Wayne Tang;65;S;M;130000,00;0;1;Graduate Degree;Management;0;3;Person;Good
Deanna Martin;65;S;F;130000,00;0;1;Graduate Degree;Management;0;3;Person;Good
William Walker;58;M;M;130000,00;0;1;Graduate Degree;Management;1;4;Person;Good
Michelle James;67;S;F;80000,00;2;0;Partial High School;Skilled Manual;0;2;Person;Standard
Antonio Diaz;67;M;M;60000,00;2;0;High School;Professional;0;2;Person;Standard
Jordan Griffin;67;S;M;60000,00;2;0;High School;Professional;1;2;Person;Standard
Jonathan Chen;67;M;M;60000,00;2;0;High School;Professional;0;2;Person;Standard
Dalton Hughes;67;M;M;60000,00;2;0;High School;Professional;0;2;Person;Standard
Miguel Russell;67;M;M;60000,00;2;0;High School;Professional;0;2;Person;Standard
Jay Romero;67;M;M;70000,00;3;2;Partial College;Professional;0;0;Person;Standard
Jeremy Perez;67;M;M;80000,00;2;1;Bachelors;Management;0;0;Person;Standard
Alex Sanchez;67;S;M;90000,00;2;0;Partial College;Professional;1;1;Person;Standard
Mariah Bryant;67;S;F;90000,00;2;0;Partial College;Professional;1;1;Person;Standard
Brendan Raji;61;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Gregory Becker;61;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Whitney Kovár;62;M;F;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Ebony Munoz;62;M;F;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Mary Nelson;62;M;F;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Curtis Wang;62;M;M;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Cheryl Navarro;62;M;F;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Levi Mehta;63;M;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Hannah Butler;63;S;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Bianca Gao;63;S;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Bryant Sanchez;58;S;M;100000,00;0;0;Bachelors;Professional;0;1;Person;Good
Claudia Zhang;58;S;F;100000,00;0;0;Bachelors;Professional;0;1;Person;Good
Clarence Wu;58;S;M;110000,00;0;0;Graduate Degree;Management;1;1;Person;Good
Tyrone Diaz;58;S;M;110000,00;0;0;Graduate Degree;Management;0;2;Person;Good
Evelyn Rodriguez;58;S;F;110000,00;0;0;Graduate Degree;Management;0;3;Person;Good
Sydney Cook;64;M;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Jaclyn Guo;59;S;F;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Levi Weber;59;M;M;80000,00;5;5;Bachelors;Professional;1;4;Person;Poor
Latasha Jimenez;59;M;F;80000,00;5;5;Bachelors;Professional;1;4;Person;Poor
Catherine Cox;59;M;F;80000,00;0;0;Bachelors;Professional;1;1;Person;Good
Kelli Raji;60;S;F;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Marco Vance;60;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Alejandro Hu;60;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Lydia Suri;60;S;F;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Shane Fernandez;60;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Colleen West;60;S;F;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Joy Ramos;60;S;F;70000,00;0;0;Bachelors;Professional;1;1;Person;Good
Dalton Miller;65;M;M;90000,00;1;0;Bachelors;Professional;1;1;Person;Good
Briana Diaz;65;M;F;90000,00;1;0;Bachelors;Professional;1;1;Person;Good
Casey Vazquez;65;S;M;90000,00;1;0;Bachelors;Professional;1;1;Person;Good
Devon Kennedy;65;S;M;100000,00;5;0;Bachelors;Professional;1;1;Person;Standard
Sara Morgan;90;S;F;50000,00;1;0;Graduate Degree;Management;1;1;Person;Good
Johnny Rai;67;S;M;80000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Virginia Martinez;88;M;F;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Jacqueline Simmons;64;M;F;70000,00;5;4;Partial College;Skilled Manual;0;3;Person;Poor
Teresa Alonso;64;M;F;70000,00;5;4;Partial College;Skilled Manual;1;3;Person;Poor
Carmen Perez;68;S;F;70000,00;1;0;Partial College;Skilled Manual;0;1;Person;Good
Jamie Zhu;71;M;F;40000,00;2;0;Bachelors;Management;1;1;Person;Standard
Walter Hernandez;71;M;M;40000,00;2;0;Bachelors;Management;1;1;Person;Standard
Xavier Moore;49;M;M;40000,00;0;0;High School;Skilled Manual;1;1;Person;Good
Hannah Jackson;49;M;F;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Destiny Stewart;48;S;F;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Gilbert Xu;48;M;M;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Gabriella Ramirez;48;S;F;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Cedric Lin;44;M;M;30000,00;0;0;High School;Skilled Manual;0;2;Person;Poor
Tyler Anderson;44;M;M;30000,00;0;0;High School;Skilled Manual;1;2;Person;Poor
Linda Ferrier;78;M;F;10000,00;5;0;High School;Skilled Manual;1;2;Person;Poor
Lacey Yang;87;S;F;30000,00;2;0;Partial College;Clerical;1;2;Person;Poor
Ethan Moore;46;S;M;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Gabrielle Butler;46;M;F;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Jack Hill;45;S;M;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Aaron Lal;45;M;M;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Jay Gutierrez;85;M;M;60000,00;2;0;Graduate Degree;Management;1;1;Person;Standard
Bradley Lal;84;M;M;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Heidi Gonzalez;84;M;F;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Casey Xu;83;M;F;40000,00;2;0;Bachelors;Management;1;2;Person;Standard
Roberto Ramos;83;M;M;40000,00;2;0;Bachelors;Management;1;2;Person;Standard
Willie Xu;81;M;M;70000,00;2;0;Graduate Degree;Management;1;1;Person;Standard
Jose Moore;48;M;M;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Nina Nath;48;S;F;40000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Noah Lopez;48;M;M;40000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Olivia Ward;48;S;F;40000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Wyatt Walker;48;S;M;40000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Kyle Chen;48;M;M;40000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Mario Tang;50;S;M;30000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Hannah Price;50;S;F;30000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
